iter	Passed	Remaining
421	986	1350
422	988	1347
423	990	1344
424	991	1341
425	993	1339
426	996	1336
427	998	1333
428	999	1330
429	1001	1328
430	1003	1325
431	1005	1322
432	1007	1319
433	1009	1316
434	1011	1313
435	1013	1310
436	1015	1308
437	1017	1304
438	1019	1302
439	1021	1299
440	1023	1296
441	1025	1294
442	1028	1292
443	1030	1290
444	1032	1287
445	1034	1285
446	1037	1283
447	1039	1280
448	1042	1279
449	1045	1277
450	1047	1274
451	1049	1272
452	1051	1269
453	1053	1266
454	1055	1264
455	1058	1262
456	1060	1260
457	1062	1257
458	1064	1254
459	1066	1251
460	1068	1249
461	1071	1247
462	1074	1245
463	1076	1243
464	1078	1240
465	1080	1237
466	1082	1234
467	1084	1232
468	1086	1230
469	1089	1228
470	1091	1225
471	1093	1223
472	1095	1220
473	1097	1217
474	1101	1217
475	1104	1215
476	1106	1213
477	1108	1210
478	1110	1207
479	1112	1204
480	1114	1202
481	1116	1200
482	1119	1198
483	1121	1195
484	1123	1193
485	1125	1190
486	1127	1187
487	1129	1185
488	1131	1182
489	1134	1180
490	1136	1178
491	1138	1175
492	1140	1173
493	1142	1170
494	1145	1168
495	1148	1166
496	1151	1165
497	1153	1162
498	1155	1160
499	1157	1157
500	1159	1155
501	1162	1152
502	1164	1150
503	1166	1148
504	1168	1145
505	1170	1142
506	1172	1139
507	1174	1137
508	1176	1134
509	1178	1131
510	1180	1129
511	1181	1126
512	1184	1124
513	1186	1122
514	1188	1119
515	1190	1116
516	1193	1115
517	1195	1112
518	1197	1109
519	1199	1107
520	1201	1104
521	1203	1101
522	1205	1099
523	1207	1096
524	1209	1094
525	1211	1091
526	1213	1088
527	1215	1086
528	1217	1083
529	1219	1081
530	1221	1078
531	1223	1076
532	1225	1073
533	1227	1071
534	1229	1068
535	1231	1066
536	1233	1063
537	1235	1061
538	1237	1058
539	1240	1056
540	1241	1053
541	1243	1050
542	1245	1048
543	1247	1045
544	1250	1043
545	1252	1041
546	1254	1038
547	1256	1036
548	1257	1033
549	1259	1030
550	1261	1028
551	1263	1025
552	1265	1023
553	1267	1020
554	1269	1018
555	1271	1015
556	1273	1012
557	1275	1010
558	1277	1007
559	1279	1005
560	1281	1002
561	1283	1000
562	1285	997
563	1287	995
564	1289	992
565	1291	989
566	1293	987
567	1295	985
568	1297	983
569	1299	980
570	1301	978
571	1303	975
572	1305	972
573	1307	970
574	1309	967
575	1311	965
576	1313	962
577	1315	960
578	1317	958
579	1319	955
580	1321	952
581	1323	950
582	1324	947
583	1327	945
584	1329	943
585	1331	940
586	1333	938
587	1335	935
588	1337	932
589	1338	930
590	1340	928
591	1342	925
592	1344	922
593	1346	920
594	1348	918
595	1350	915
596	1352	912
597	1354	910
598	1356	907
599	1358	905
600	1360	903
601	1362	900
602	1364	898
603	1366	895
604	1367	893
605	1369	890
606	1371	888
607	1373	885
608	1376	883
609	1377	880
610	1379	878
611	1381	875
612	1383	873
613	1385	870
614	1387	868
615	1389	866
616	1391	863
617	1393	861
618	1395	858
619	1396	856
620	1398	853
621	1400	851
622	1402	848
623	1404	846
624	1406	844
625	1408	841
626	1410	838
627	1412	836
628	1413	833
629	1415	831
630	1417	829
631	1419	826
632	1421	824
633	1423	821
634	1425	819
635	1427	816
636	1428	814
637	1431	812
638	1433	809
639	1435	807
640	1436	804
641	1438	802
642	1440	799
643	1442	797
644	1444	794
645	1446	792
646	1448	790
647	1450	787
648	1452	785
649	1454	783
650	1456	780
651	1457	778
652	1459	775
653	1462	773
654	1464	771
655	1465	768
656	1467	766
657	1469	763
658	1471	761
659	1473	758
660	1475	756
661	1477	754
662	1479	752
663	1482	749
664	1484	747
665	1486	745
666	1488	743
667	1490	740
668	1492	738
669	1494	736
670	1496	733
671	1498	731
672	1500	729
673	1502	726
674	1504	724
675	1506	721
676	1508	719
677	1510	717
678	1512	714
679	1514	712
680	1515	710
681	1517	707
682	1519	705
683	1521	702
684	1523	700
685	1525	698
686	1527	695
687	1529	693
688	1531	691
689	1533	688
690	1534	686
691	1537	684
692	1539	681
693	1541	679
694	1542	677
695	1544	674
696	1546	672
697	1548	669
698	1550	667
699	1552	665
700	1554	663
701	1556	660
702	1558	658
703	1560	656
704	1562	653
705	1563	651
706	1565	648
707	1567	646
708	1570	644
709	1572	642
710	1574	639
711	1575	637
712	1577	635
713	1579	632
714	1581	630
715	1583	628
716	1585	625
717	1587	623
718	1589	621
719	1591	618
720	1593	616
721	1594	614
722	1597	611
723	1599	609
724	1601	607
725	1603	605
726	1605	602
727	1606	600
728	1608	598
729	1610	595
730	1613	593
731	1615	591
732	1617	589
733	1619	586
734	1621	584
735	1623	582
736	1624	579
737	1626	577
738	1628	575
739	1630	572
740	1633	570
741	1634	568
742	1636	566
743	1638	563
744	1640	561
745	1642	559
746	1645	557
747	1647	554
748	1649	552
749	1650	550
750	1652	547
751	1654	545
752	1656	543
753	1658	541
754	1660	538
755	1662	536
756	1664	534
757	1666	532
758	1668	529
759	1670	527
760	1672	525
761	1674	523
762	1676	520
763	1678	518
764	1680	516
765	1681	513
766	1683	511
767	1685	509
768	1687	506
769	1689	504
770	1691	502
771	1693	500
772	1695	497
773	1697	495
774	1699	493
775	1701	491
776	1703	488
777	1705	486
778	1707	484
779	1709	482
780	1711	479
781	1713	477
782	1715	475
783	1717	473
784	1720	471
785	1722	468
786	1724	466
787	1725	464
788	1727	462
789	1729	459
790	1731	457
791	1733	455
792	1735	453
793	1737	450
794	1739	448
795	1741	446
796	1743	444
797	1745	441
798	1747	439
799	1749	437
800	1751	435
801	1753	432
802	1755	430
803	1757	428
804	1759	426
805	1761	423
806	1763	421
807	1764	419
808	1766	417
809	1768	414
810	1770	412
811	1772	410
812	1774	408
813	1776	405
814	1778	403
815	1780	401
816	1782	399
817	1783	396
818	1785	394
819	1787	392
820	1789	390
821	1791	387
822	1793	385
823	1795	383
824	1797	381
825	1799	379
826	1801	376
827	1803	374
828	1805	372
829	1807	370
830	1809	368
831	1811	365
832	1813	363
833	1815	361
834	1817	359
835	1819	356
836	1821	354
837	1823	352
838	1825	350
839	1827	348
840	1829	345
841	1830	343
842	1832	341
843	1834	339
844	1836	336
845	1838	334
846	1840	332
847	1842	330
848	1844	327
849	1845	325
850	1847	323
851	1849	321
852	1851	319
853	1853	316
854	1855	314
855	1857	312
856	1860	310
857	1862	308
858	1864	306
859	1866	303
860	1868	301
861	1870	299
862	1872	297
863	1874	295
864	1876	292
865	1878	290
866	1880	288
867	1882	286
868	1884	284
869	1886	281
870	1888	279
871	1890	277
872	1893	275
873	1895	273
874	1897	271
875	1899	268
876	1903	267
877	1906	264
878	1909	262
879	1911	260
880	1913	258
881	1915	256
882	1918	254
883	1921	252
884	1925	250
885	1929	248
886	1931	246
887	1933	243
888	1935	241
889	1937	239
890	1940	237
891	1942	235
892	1946	233
893	1948	231
894	1950	228
895	1952	226
896	1954	224
897	1957	222
898	1959	220
899	1962	218
900	1964	215
901	1967	213
902	1970	211
903	1973	209
904	1977	207
905	1979	205
906	1981	203
907	1983	200
908	1985	198
909	1988	196
910	1990	194
911	1993	192
912	1996	190
913	1998	188
914	2000	185
915	2002	183
916	2004	181
917	2007	179
918	2010	177
919	2013	175
920	2015	172
921	2017	170
922	2020	168
923	2023	166
924	2025	164
925	2027	162
926	2030	159
927	2032	157
928	2034	155
929	2036	153
930	2040	151
931	2042	149
932	2044	146
933	2047	144
934	2049	142
935	2053	140
936	2056	138
937	2060	136
938	2062	134
939	2066	131
940	2069	129
941	2072	127
942	2075	125
943	2077	123
944	2081	121
945	2084	118
946	2086	116
947	2089	114
948	2092	112
949	2095	110
950	2097	108
951	2099	105
952	2101	103
953	2104	101
954	2106	99
955	2109	97
956	2112	94
957	2116	92
958	2119	90
959	2122	88
960	2126	86
961	2129	84
962	2131	81
963	2134	79
964	2136	77
965	2138	75
966	2141	73
967	2143	70
968	2145	68
969	2147	66
970	2149	64
971	2151	61
972	2153	59
973	2156	57
974	2158	55
975	2161	53
976	2163	50
977	2165	48
978	2167	46
979	2169	44
980	2172	42
981	2175	39
982	2177	37
983	2180	35
984	2183	33
985	2186	31
986	2190	28
987	2193	26
988	2195	24
989	2197	22
990	2199	19
991	2202	17
992	2204	15
993	2207	13
994	2209	11
995	2212	8
996	2214	6
997	2217	4
998	2219	2
999	2221	0
